,dms_id,protein_name,uniprot_id,dms_name,offset,protein_properties,dms_assay,Ascan_id,ascan_assay,dmsa_id,assumed_compatibility,reason,note
15,urn:mavedb:00000047-b-1,CCR5,P51681,CCR5-2d7-bind,0,"It is the receptor of CCL3/MIP-1-alpha, CCL4/MIP-1-beta and RANTES, and also a coreceptor in HIV infection, with some other functions.",Functioning CCR5 binds to antibody 2D7 (which was also used to indicate CCR5 surface expression in previous studies) and cells are sorted by FACS.,ccr5_dragic_mip1b,Functioning CCR5 is infected by virus which will activate luciferase reporter. Experiment was done with natrual ligand added which may inhibit virus entry.,urn:mavedb:00000047-b-1@ccr5_dragic_mip1b,Low,Only one of the assay involves in pathogen infection through the target protein.,
16,urn:mavedb:00000047-b-1,CCR5,P51681,CCR5-2d7-bind,0,"It is the receptor of CCL3/MIP-1-alpha, CCL4/MIP-1-beta and RANTES, and also a coreceptor in HIV infection, with some other functions.",Functioning CCR5 binds to antibody 2D7 (which was also used to indicate CCR5 surface expression in previous studies) and cells are sorted by FACS.,ccr5_dragic_pantes,Functioning CCR5 is infected by virus which will activate luciferase reporter. Experiment was done with natrual ligand added which may inhibit virus entry.,urn:mavedb:00000047-b-1@ccr5_dragic_pantes,Low,Only one of the assay involves in pathogen infection through the target protein.,
10,urn:mavedb:00000047-b-1,CCR5,P51681,CCR5-2d7-bind,0,"It is the receptor of CCL3/MIP-1-alpha, CCL4/MIP-1-beta and RANTES, and also a coreceptor in HIV infection, with some other functions.",Functioning CCR5 binds to antibody 2D7 (which was also used to indicate CCR5 surface expression in previous studies) and cells are sorted by FACS.,ccr5_dragic_vir,Functioning CCR5 is infected by pseudovirus which will activate luciferase reporter. Experiment is done under entry-inhibition compound.,urn:mavedb:00000047-b-1@ccr5_dragic_vir,Low,Only one of the assay involves in pathogen infection through the target protein.,
0,urn:mavedb:00000047-b-1,CCR5,P51681,CCR5-2d7-bind,0,"It is the receptor of CCL3/MIP-1-alpha, CCL4/MIP-1-beta and RANTES, and also a coreceptor in HIV infection, with some other functions.",Functioning CCR5 binds to antibody 2D7 (which was also used to indicate CCR5 surface expression in previous studies) and cells are sorted by FACS.,ccr5_nave_227r,CCR5 surface expression measured by 227R.,urn:mavedb:00000047-b-1@ccr5_nave_227r,High,Assays select on similar specific protein property.,
4,urn:mavedb:00000047-b-1,CCR5,P51681,CCR5-2d7-bind,0,"It is the receptor of CCL3/MIP-1-alpha, CCL4/MIP-1-beta and RANTES, and also a coreceptor in HIV infection, with some other functions.",Functioning CCR5 binds to antibody 2D7 (which was also used to indicate CCR5 surface expression in previous studies) and cells are sorted by FACS.,ccr5_nave_2d7,CCR5 surface expression measured by 2D7.,urn:mavedb:00000047-b-1@ccr5_nave_2d7,High,Assays select on similar specific protein property.,
1,urn:mavedb:00000047-b-1,CCR5,P51681,CCR5-2d7-bind,0,"It is the receptor of CCL3/MIP-1-alpha, CCL4/MIP-1-beta and RANTES, and also a coreceptor in HIV infection, with some other functions.",Functioning CCR5 binds to antibody 2D7 (which was also used to indicate CCR5 surface expression in previous studies) and cells are sorted by FACS.,ccr5_nave_mip1a,Functioning CCR5 binds to natrual ligand which is labelled and quantified.,urn:mavedb:00000047-b-1@ccr5_nave_mip1a,Medium,Assays select on different yet specific protein properties.,
3,urn:mavedb:00000047-b-1,CCR5,P51681,CCR5-2d7-bind,0,"It is the receptor of CCL3/MIP-1-alpha, CCL4/MIP-1-beta and RANTES, and also a coreceptor in HIV infection, with some other functions.",Functioning CCR5 binds to antibody 2D7 (which was also used to indicate CCR5 surface expression in previous studies) and cells are sorted by FACS.,ccr5_nave_mip2,Functioning CCR5 binds to non-natrual ligand which is labelled and quantified.,urn:mavedb:00000047-b-1@ccr5_nave_mip2,Low,AS assay selects on drug response of the target protein.,Drug-like molecule involved
2,urn:mavedb:00000047-b-1,CCR5,P51681,CCR5-2d7-bind,0,"It is the receptor of CCL3/MIP-1-alpha, CCL4/MIP-1-beta and RANTES, and also a coreceptor in HIV infection, with some other functions.",Functioning CCR5 binds to antibody 2D7 (which was also used to indicate CCR5 surface expression in previous studies) and cells are sorted by FACS.,ccr5_nave_rantes,Functioning CCR5 binds to natrual ligand which is labelled and quantified.,urn:mavedb:00000047-b-1@ccr5_nave_rantes,Medium,Assays select on different yet specific protein properties.,
5,urn:mavedb:00000047-b-1,CCR5,P51681,CCR5-2d7-bind,0,"It is the receptor of CCL3/MIP-1-alpha, CCL4/MIP-1-beta and RANTES, and also a coreceptor in HIV infection, with some other functions.",Functioning CCR5 binds to antibody 2D7 (which was also used to indicate CCR5 surface expression in previous studies) and cells are sorted by FACS.,ccr5_rabut_ada,Functioning CCR5 is infected by HIV virus (ADA) which will activate luciferase reporter.,urn:mavedb:00000047-b-1@ccr5_rabut_ada,Low,Only one of the assay involves in pathogen infection through the target protein.,
8,urn:mavedb:00000047-b-1,CCR5,P51681,CCR5-2d7-bind,0,"It is the receptor of CCL3/MIP-1-alpha, CCL4/MIP-1-beta and RANTES, and also a coreceptor in HIV infection, with some other functions.",Functioning CCR5 binds to antibody 2D7 (which was also used to indicate CCR5 surface expression in previous studies) and cells are sorted by FACS.,ccr5_rabut_dh123,Functioning CCR5 is infected by HIV virus (DH123) which will activate luciferase reporter.,urn:mavedb:00000047-b-1@ccr5_rabut_dh123,Low,Only one of the assay involves in pathogen infection through the target protein.,
6,urn:mavedb:00000047-b-1,CCR5,P51681,CCR5-2d7-bind,0,"It is the receptor of CCL3/MIP-1-alpha, CCL4/MIP-1-beta and RANTES, and also a coreceptor in HIV infection, with some other functions.",Functioning CCR5 binds to antibody 2D7 (which was also used to indicate CCR5 surface expression in previous studies) and cells are sorted by FACS.,ccr5_rabut_exp,CCR5 expression level is measured by its linked tag in cell lysis.,urn:mavedb:00000047-b-1@ccr5_rabut_exp,High,Assays select on similar specific protein property.,
9,urn:mavedb:00000047-b-1,CCR5,P51681,CCR5-2d7-bind,0,"It is the receptor of CCL3/MIP-1-alpha, CCL4/MIP-1-beta and RANTES, and also a coreceptor in HIV infection, with some other functions.",Functioning CCR5 binds to antibody 2D7 (which was also used to indicate CCR5 surface expression in previous studies) and cells are sorted by FACS.,ccr5_rabut_gun1,Functioning CCR5 is infected by HIV virus (GUN1) which will activate luciferase reporter.,urn:mavedb:00000047-b-1@ccr5_rabut_gun1,Low,Only one of the assay involves in pathogen infection through the target protein.,
7,urn:mavedb:00000047-b-1,CCR5,P51681,CCR5-2d7-bind,0,"It is the receptor of CCL3/MIP-1-alpha, CCL4/MIP-1-beta and RANTES, and also a coreceptor in HIV infection, with some other functions.",Functioning CCR5 binds to antibody 2D7 (which was also used to indicate CCR5 surface expression in previous studies) and cells are sorted by FACS.,ccr5_rabut_jrfl,Functioning CCR5 is infected by HIV virus (JRFL) which will activate luciferase reporter.,urn:mavedb:00000047-b-1@ccr5_rabut_jrfl,Low,Only one of the assay involves in pathogen infection through the target protein.,
28,urn:mavedb:00000047-b-1,CCR5,P51681,CCR5-2d7-bind,0,"It is the receptor of CCL3/MIP-1-alpha, CCL4/MIP-1-beta and RANTES, and also a coreceptor in HIV infection, with some other functions.",Functioning CCR5 binds to antibody 2D7 (which was also used to indicate CCR5 surface expression in previous studies) and cells are sorted by FACS.,ccr5_tan_exp,CCR5 surface expression measured by antibody.,urn:mavedb:00000047-b-1@ccr5_tan_exp,High,Assays select on similar specific protein property.,
29,urn:mavedb:00000047-b-1,CCR5,P51681,CCR5-2d7-bind,0,"It is the receptor of CCL3/MIP-1-alpha, CCL4/MIP-1-beta and RANTES, and also a coreceptor in HIV infection, with some other functions.",Functioning CCR5 binds to antibody 2D7 (which was also used to indicate CCR5 surface expression in previous studies) and cells are sorted by FACS.,ccr5_tan_jrfl,Functioning CCR5 is infected by pseudovirus which will activate luciferase reporter.,urn:mavedb:00000047-b-1@ccr5_tan_jrfl,Low,Only one of the assay involves in pathogen infection through the target protein.,
30,urn:mavedb:00000047-b-1,CCR5,P51681,CCR5-2d7-bind,0,"It is the receptor of CCL3/MIP-1-alpha, CCL4/MIP-1-beta and RANTES, and also a coreceptor in HIV infection, with some other functions.",Functioning CCR5 binds to antibody 2D7 (which was also used to indicate CCR5 surface expression in previous studies) and cells are sorted by FACS.,ccr5_tan_sf162,Functioning CCR5 is infected by pseudovirus which will activate luciferase reporter.,urn:mavedb:00000047-b-1@ccr5_tan_sf162,Low,Only one of the assay involves in pathogen infection through the target protein.,
19,urn:mavedb:00000047-b-1,CCR5,P51681,CCR5-2d7-bind,0,"It is the receptor of CCL3/MIP-1-alpha, CCL4/MIP-1-beta and RANTES, and also a coreceptor in HIV infection, with some other functions.",Functioning CCR5 binds to antibody 2D7 (which was also used to indicate CCR5 surface expression in previous studies) and cells are sorted by FACS.,ccr5_zhang_2d7,CCR5 binds to antibody 2D7.,urn:mavedb:00000047-b-1@ccr5_zhang_2d7,High,Assays select on similar specific protein property.,
20,urn:mavedb:00000047-b-1,CCR5,P51681,CCR5-2d7-bind,0,"It is the receptor of CCL3/MIP-1-alpha, CCL4/MIP-1-beta and RANTES, and also a coreceptor in HIV infection, with some other functions.",Functioning CCR5 binds to antibody 2D7 (which was also used to indicate CCR5 surface expression in previous studies) and cells are sorted by FACS.,ccr5_zhang_roab12,CCR5 binds to ROAB12 which is a new antibody.,urn:mavedb:00000047-b-1@ccr5_zhang_roab12,High,Assays select on similar specific protein property.,Novel antibody
21,urn:mavedb:00000047-b-1,CCR5,P51681,CCR5-2d7-bind,0,"It is the receptor of CCL3/MIP-1-alpha, CCL4/MIP-1-beta and RANTES, and also a coreceptor in HIV infection, with some other functions.",Functioning CCR5 binds to antibody 2D7 (which was also used to indicate CCR5 surface expression in previous studies) and cells are sorted by FACS.,ccr5_zhang_roab13,CCR5 binds to ROAB13 which is a new antibody.,urn:mavedb:00000047-b-1@ccr5_zhang_roab13,High,Assays select on similar specific protein property.,Novel antibody
22,urn:mavedb:00000047-b-1,CCR5,P51681,CCR5-2d7-bind,0,"It is the receptor of CCL3/MIP-1-alpha, CCL4/MIP-1-beta and RANTES, and also a coreceptor in HIV infection, with some other functions.",Functioning CCR5 binds to antibody 2D7 (which was also used to indicate CCR5 surface expression in previous studies) and cells are sorted by FACS.,ccr5_zhang_roab14,CCR5 binds to ROAB14 which is a new antibody.,urn:mavedb:00000047-b-1@ccr5_zhang_roab14,High,Assays select on similar specific protein property.,Novel antibody
23,urn:mavedb:00000047-b-1,CCR5,P51681,CCR5-2d7-bind,0,"It is the receptor of CCL3/MIP-1-alpha, CCL4/MIP-1-beta and RANTES, and also a coreceptor in HIV infection, with some other functions.",Functioning CCR5 binds to antibody 2D7 (which was also used to indicate CCR5 surface expression in previous studies) and cells are sorted by FACS.,ccr5_zhang_roab18,CCR5 binds to ROAB18 which is a new antibody.,urn:mavedb:00000047-b-1@ccr5_zhang_roab18,High,Assays select on similar specific protein property.,Novel antibody
58,urn:mavedb:00000047-c-1,CCR5,P51681,CCR5-gp120cd4-bind,0,"It is the receptor of CCL3/MIP-1-alpha, CCL4/MIP-1-beta and RANTES, and also a coreceptor in HIV infection, with some other functions.",Functioning CCR5 binds to gp120-CD4 which is the HIV env protein linked with its primary receptor CD4 and tag. Cells are sorted by FACS according to tag. The final scores are averaged with surface expression.,ccr5_blanpain_239,Functioning CCR5 binds to simian virus env which is labelled and quantified.,urn:mavedb:00000047-c-1@ccr5_blanpain_239,Low,AS assay selects on gain of new protein function (infection of simian virus).,Simian virus
55,urn:mavedb:00000047-c-1,CCR5,P51681,CCR5-gp120cd4-bind,0,"It is the receptor of CCL3/MIP-1-alpha, CCL4/MIP-1-beta and RANTES, and also a coreceptor in HIV infection, with some other functions.",Functioning CCR5 binds to gp120-CD4 which is the HIV env protein linked with its primary receptor CD4 and tag. Cells are sorted by FACS according to tag. The final scores are averaged with surface expression.,ccr5_blanpain_exp,CCR5 surface expression measured by 2D7.,urn:mavedb:00000047-c-1@ccr5_blanpain_exp,Low,Only one of the assay involves in pathogen infection through the target protein.,
57,urn:mavedb:00000047-c-1,CCR5,P51681,CCR5-gp120cd4-bind,0,"It is the receptor of CCL3/MIP-1-alpha, CCL4/MIP-1-beta and RANTES, and also a coreceptor in HIV infection, with some other functions.",Functioning CCR5 binds to gp120-CD4 which is the HIV env protein linked with its primary receptor CD4 and tag. Cells are sorted by FACS according to tag. The final scores are averaged with surface expression.,ccr5_blanpain_jrfl,Functioning CCR5 binds to HIV virus (JRFL) env which is labelled and quantified.,urn:mavedb:00000047-c-1@ccr5_blanpain_jrfl,High,Assays select on similar specific protein property.,
56,urn:mavedb:00000047-c-1,CCR5,P51681,CCR5-gp120cd4-bind,0,"It is the receptor of CCL3/MIP-1-alpha, CCL4/MIP-1-beta and RANTES, and also a coreceptor in HIV infection, with some other functions.",Functioning CCR5 binds to gp120-CD4 which is the HIV env protein linked with its primary receptor CD4 and tag. Cells are sorted by FACS according to tag. The final scores are averaged with surface expression.,ccr5_blanpain_mip1b,Functioning CCR5 binds to natrual ligand which is labelled and quantified.,urn:mavedb:00000047-c-1@ccr5_blanpain_mip1b,Low,Only one of the assay involves in pathogen infection through the target protein.,
